time;gFx;gFy;gFz;TgF
16.734000;0.0000;-0.0264;0.9919;0.992
16.746000;0.0000;-0.0274;0.9909;0.991
16.754000;0.0000;-0.0264;0.9919;0.992
16.764000;0.0000;-0.0274;0.9919;0.992
16.774000;0.0000;-0.0274;0.9929;0.993
16.784000;0.0000;-0.0264;0.9919;0.992
16.807000;0.0000;-0.0264;0.9919;0.992
16.810000;0.0000;-0.0274;0.9929;0.993
16.814000;0.0000;-0.0274;0.9919;0.992
16.824000;0.0000;-0.0254;0.9919;0.992
16.834000;0.0000;-0.0274;0.9919;0.992
16.846000;0.0000;-0.0274;0.9909;0.991
16.854000;0.0000;-0.0274;0.9919;0.992
16.864000;0.0000;-0.0274;0.9919;0.992
16.874000;0.0000;-0.0264;0.9919;0.992
16.890000;0.0000;-0.0274;0.9919;0.992
16.894000;0.0000;-0.0264;0.9919;0.992
16.907000;0.0000;-0.0264;0.9919;0.992
16.915000;0.0000;-0.0274;0.9919;0.992
16.924000;0.0000;-0.0244;0.9929;0.993
16.934000;0.0000;-0.0264;0.9909;0.991
16.947000;0.0000;-0.0264;0.9909;0.991
16.954000;0.0000;-0.0264;0.9909;0.991
16.964000;0.0000;-0.0274;0.9919;0.992
16.974000;0.0000;-0.0274;0.9919;0.992
16.990000;0.0000;-0.0264;0.9919;0.992
16.994000;0.0000;-0.0254;0.9919;0.992
17.004000;0.0000;-0.0264;0.9929;0.993
17.014000;0.0000;-0.0274;0.9919;0.992
17.024000;0.0000;-0.0254;0.9929;0.993
17.034000;0.0000;-0.0254;0.9919;0.992
17.046000;0.0000;-0.0264;0.9929;0.993
17.054000;0.0000;-0.0264;0.9919;0.992
17.064000;0.0000;-0.0254;0.9929;0.993
17.074000;0.0000;-0.0274;0.9929;0.993
17.089000;0.0000;-0.0274;0.9938;0.994
17.105000;0.0000;-0.0274;0.9919;0.992
17.108000;0.0000;-0.0264;0.9919;0.992
17.114000;0.0000;-0.0274;0.9929;0.993
17.124000;0.0000;-0.0283;0.9929;0.993
17.134000;0.0000;-0.0264;0.9929;0.993
17.147000;0.0000;-0.0274;0.9929;0.993
17.154000;0.0000;-0.0264;0.9919;0.992
17.164000;0.0000;-0.0264;0.9929;0.993
17.174000;0.0000;-0.0264;0.9929;0.993
17.190000;0.0000;-0.0264;0.9919;0.992
17.194000;0.0000;-0.0274;0.9929;0.993
17.204000;0.0000;-0.0274;0.9929;0.993
17.214000;0.0000;-0.0274;0.9929;0.993
17.224000;0.0000;-0.0274;0.9929;0.993
17.234000;0.0000;-0.0264;0.9919;0.992
17.246000;0.0000;-0.0264;0.9919;0.992
17.254000;0.0000;-0.0274;0.9919;0.992
17.264000;0.0000;-0.0264;0.9929;0.993
17.274000;0.0000;-0.0274;0.9919;0.992
17.289000;0.0000;-0.0254;0.9929;0.993
17.306000;0.0000;-0.0264;0.9929;0.993
17.309000;0.0000;-0.0264;0.9929;0.993
17.314000;0.0000;-0.0264;0.9909;0.991
17.324000;0.0000;-0.0264;0.9919;0.992
17.334000;0.0000;-0.0254;0.9919;0.992
17.349000;0.0000;-0.0254;0.9919;0.992
17.354000;0.0000;-0.0264;0.9919;0.992
17.365000;0.0000;-0.0264;0.9919;0.992
17.374000;0.0000;-0.0254;0.9938;0.994
17.390000;0.0000;-0.0274;0.9929;0.993
17.394000;0.0000;-0.0274;0.9919;0.992
17.405000;0.0000;-0.0274;0.9919;0.992
17.414000;0.0000;-0.0264;0.9929;0.993
17.424000;0.0000;-0.0264;0.9919;0.992
17.434000;0.0000;-0.0274;0.9919;0.992
17.446000;0.0000;-0.0254;0.9919;0.992
17.454000;0.0000;-0.0264;0.9919;0.992
17.464000;0.0000;-0.0264;0.9929;0.993
17.474000;0.0000;-0.0264;0.9929;0.993
17.489000;0.0000;-0.0254;0.9929;0.993
17.506000;0.0000;-0.0274;0.9919;0.992
17.509000;0.0000;-0.0283;0.9929;0.993
17.515000;0.0000;-0.0283;0.9929;0.993
17.524000;0.0000;-0.0274;0.9929;0.993
17.534000;0.0000;-0.0264;0.9919;0.992
17.547000;0.0000;-0.0264;0.9929;0.993
17.554000;0.0000;-0.0264;0.9919;0.992
17.564000;0.0000;-0.0264;0.9919;0.992
17.574000;0.0000;-0.0274;0.9919;0.992
17.591000;0.0000;-0.0274;0.9919;0.992
17.595000;0.0000;-0.0264;0.9919;0.992
17.604000;0.0000;-0.0264;0.9929;0.993
17.614000;0.0000;-0.0274;0.9938;0.994
17.624000;0.0000;-0.0274;0.9929;0.993
17.634000;0.0000;-0.0264;0.9919;0.992
17.646000;0.0000;-0.0264;0.9929;0.993
17.654000;0.0000;-0.0264;0.9929;0.993
17.664000;0.0000;-0.0254;0.9919;0.992
17.674000;0.0000;-0.0254;0.9919;0.992
17.689000;0.0000;-0.0264;0.9919;0.992
17.705000;0.0000;-0.0264;0.9919;0.992
17.709000;0.0000;-0.0264;0.9919;0.992
17.714000;0.0000;-0.0264;0.9929;0.993
17.724000;0.0000;-0.0264;0.9929;0.993
17.734000;0.0000;-0.0264;0.9919;0.992
17.747000;0.0000;-0.0264;0.9919;0.992
17.754000;0.0000;-0.0264;0.9929;0.993
17.764000;0.0000;-0.0274;0.9919;0.992
17.774000;0.0000;-0.0264;0.9919;0.992
17.790000;0.0000;-0.0264;0.9938;0.994
17.795000;0.0000;-0.0274;0.9919;0.992
17.808000;0.0000;-0.0274;0.9938;0.994
17.814000;0.0000;-0.0264;0.9929;0.993
17.824000;0.0000;-0.0254;0.9929;0.993
17.834000;0.0000;-0.0254;0.9919;0.992
17.846000;0.0000;-0.0264;0.9919;0.992
17.854000;0.0000;-0.0264;0.9919;0.992
17.864000;0.0000;-0.0254;0.9919;0.992
17.874000;0.0000;-0.0274;0.9929;0.993
17.890000;0.0000;-0.0264;0.9919;0.992
17.894000;0.0000;-0.0264;0.9919;0.992
17.906000;0.0000;-0.0264;0.9919;0.992
17.914000;0.0000;-0.0264;0.9909;0.991
17.924000;0.0000;-0.0264;0.9909;0.991
17.934000;0.0000;-0.0264;0.9909;0.991
17.947000;0.0000;-0.0274;0.9929;0.993
17.954000;0.0000;-0.0264;0.9919;0.992
17.964000;0.0000;-0.0264;0.9919;0.992
17.974000;0.0000;-0.0274;0.9919;0.992
17.992000;0.0000;-0.0274;0.9919;0.992
17.996000;0.0000;-0.0264;0.9919;0.992
18.009000;0.0000;-0.0264;0.9919;0.992
18.014000;0.0000;-0.0264;0.9929;0.993
18.024000;0.0000;-0.0264;0.9929;0.993
18.034000;0.0000;-0.0264;0.9919;0.992
18.046000;0.0000;-0.0274;0.9948;0.995
18.054000;0.0000;-0.0264;0.9929;0.993
18.064000;0.0000;-0.0264;0.9929;0.993
18.074000;0.0000;-0.0264;0.9919;0.992
18.089000;0.0000;-0.0264;0.9919;0.992
18.094000;0.0000;-0.0264;0.9919;0.992
18.104000;0.0000;-0.0264;0.9929;0.993
18.114000;0.0000;-0.0274;0.9919;0.992
18.124000;0.0000;-0.0274;0.9929;0.993
18.134000;0.0000;-0.0264;0.9919;0.992
18.146000;0.0000;-0.0264;0.9919;0.992
18.154000;0.0000;-0.0274;0.9919;0.992
18.164000;0.0000;-0.0264;0.9909;0.991
18.174000;0.0000;-0.0264;0.9909;0.991
18.190000;0.0000;-0.0264;0.9929;0.993
18.195000;0.0000;-0.0264;0.9929;0.993
18.207000;0.0000;-0.0283;0.9929;0.993
18.214000;0.0000;-0.0274;0.9929;0.993
18.224000;0.0000;-0.0264;0.9919;0.992
18.234000;0.0000;-0.0274;0.9919;0.992
18.248000;0.0000;-0.0264;0.9919;0.992
18.254000;0.0000;-0.0264;0.9929;0.993
18.264000;0.0000;-0.0264;0.9929;0.993
18.274000;0.0000;-0.0274;0.9919;0.992
18.291000;0.0000;-0.0264;0.9919;0.992
18.295000;0.0000;-0.0264;0.9929;0.993
18.304000;0.0000;-0.0264;0.9919;0.992
18.314000;0.0000;-0.0264;0.9919;0.992
18.324000;0.0000;-0.0264;0.9919;0.992
18.335000;0.0000;-0.0264;0.9929;0.993
18.346000;0.0000;-0.0264;0.9929;0.993
18.357000;0.0000;-0.0274;0.9919;0.992
18.364000;0.0000;-0.0274;0.9919;0.992
18.374000;0.0000;-0.0264;0.9919;0.992
18.389000;0.0000;-0.0264;0.9919;0.992
18.406000;0.0000;-0.0264;0.9919;0.992
18.409000;0.0000;-0.0264;0.9929;0.993
18.417000;0.0010;-0.0283;0.9919;0.992
18.424000;0.0000;-0.0274;0.9919;0.992
18.434000;0.0000;-0.0264;0.9919;0.992
18.449000;0.0000;-0.0264;0.9919;0.992
18.454000;0.0000;-0.0274;0.9919;0.992
18.464000;0.0000;-0.0283;0.9929;0.993
18.474000;0.0000;-0.0264;0.9909;0.991
18.490000;0.0000;-0.0254;0.9919;0.992
18.494000;0.0000;-0.0274;0.9919;0.992
18.507000;0.0000;-0.0274;0.9919;0.992
18.515000;0.0000;-0.0264;0.9919;0.992
18.524000;0.0000;-0.0264;0.9919;0.992
18.534000;0.0000;-0.0264;0.9909;0.991
18.547000;0.0000;-0.0274;0.9909;0.991
18.554000;0.0000;-0.0274;0.9909;0.991
18.565000;0.0000;-0.0274;0.9919;0.992
18.574000;0.0000;-0.0274;0.9919;0.992
18.590000;0.0000;-0.0264;0.9929;0.993
18.594000;0.0000;-0.0274;0.9929;0.993
18.607000;0.0000;-0.0274;0.9919;0.992
18.615000;0.0000;-0.0274;0.9919;0.992
18.624000;0.0000;-0.0274;0.9929;0.993
18.634000;0.0000;-0.0274;0.9909;0.991
18.647000;0.0000;-0.0274;0.9919;0.992
18.654000;0.0000;-0.0274;0.9919;0.992
18.664000;0.0000;-0.0264;0.9909;0.991
18.674000;0.0000;-0.0264;0.9909;0.991
18.691000;0.0000;-0.0254;0.9929;0.993
18.696000;0.0000;-0.0264;0.9909;0.991
18.704000;0.0000;-0.0264;0.9909;0.991
18.714000;0.0000;-0.0274;0.9929;0.993
18.724000;0.0000;-0.0264;0.9929;0.993
18.734000;0.0000;-0.0254;0.9929;0.993
18.746000;0.0000;-0.0254;0.9919;0.992
18.754000;0.0000;-0.0264;0.9919;0.992
18.770000;0.0000;-0.0283;0.9929;0.993
18.775000;0.0000;-0.0254;0.9919;0.992
18.793000;0.0000;-0.0254;0.9929;0.993
18.795000;0.0000;-0.0264;0.9919;0.992
18.804000;0.0000;-0.0264;0.9929;0.993
18.814000;0.0000;-0.0254;0.9919;0.992
18.824000;0.0000;-0.0264;0.9929;0.993
18.833000;0.0000;-0.0264;0.9919;0.992
18.843000;0.0000;-0.0264;0.9909;0.991
18.853000;0.0000;-0.0264;0.9919;0.992
18.863000;0.0000;-0.0264;0.9919;0.992
18.873000;0.0000;-0.0264;0.9919;0.992
18.883000;0.0000;-0.0274;0.9919;0.992
18.894000;0.0000;-0.0264;0.9919;0.992
18.904000;0.0000;-0.0274;0.9919;0.992
18.914000;0.0000;-0.0274;0.9929;0.993
18.924000;0.0000;-0.0264;0.9919;0.992
18.934000;0.0000;-0.0264;0.9929;0.993
18.945000;0.0000;-0.0264;0.9919;0.992
18.954000;0.0000;-0.0274;0.9919;0.992
18.964000;0.0000;-0.0274;0.9929;0.993
18.974000;0.0000;-0.0264;0.9929;0.993
18.993000;0.0000;-0.0264;0.9919;0.992
18.996000;0.0000;-0.0264;0.9929;0.993
19.004000;0.0000;-0.0264;0.9919;0.992
19.014000;0.0000;-0.0264;0.9919;0.992
19.024000;0.0000;-0.0274;0.9929;0.993
19.034000;0.0000;-0.0274;0.9929;0.993
19.044000;0.0000;-0.0274;0.9919;0.992
19.054000;0.0000;-0.0264;0.9929;0.993
19.064000;0.0000;-0.0264;0.9929;0.993
19.074000;0.0000;-0.0264;0.9919;0.992
19.084000;0.0000;-0.0264;0.9919;0.992
19.094000;0.0000;-0.0264;0.9919;0.992
19.104000;0.0000;-0.0264;0.9919;0.992
19.114000;0.0000;-0.0264;0.9909;0.991
19.124000;0.0000;-0.0254;0.9929;0.993
19.134000;0.0000;-0.0254;0.9938;0.994
19.146000;0.0000;-0.0264;0.9919;0.992
19.154000;0.0000;-0.0264;0.9929;0.993
19.164000;0.0000;-0.0274;0.9929;0.993
19.174000;0.0000;-0.0274;0.9929;0.993
19.189000;0.0000;-0.0293;0.9919;0.992
19.205000;0.0000;-0.0264;0.9919;0.992
19.208000;0.0000;-0.0264;0.9919;0.992
19.214000;0.0000;-0.0264;0.9919;0.992
19.224000;0.0000;-0.0264;0.9919;0.992
19.234000;0.0000;-0.0264;0.9919;0.992
19.247000;0.0000;-0.0274;0.9919;0.992
19.254000;0.0000;-0.0264;0.9919;0.992
19.264000;0.0000;-0.0274;0.9919;0.992
19.274000;0.0000;-0.0264;0.9919;0.992
19.284000;0.0000;-0.0264;0.9919;0.992
19.307000;0.0000;-0.0264;0.9919;0.992
19.311000;0.0000;-0.0264;0.9938;0.994
19.323000;0.0000;-0.0264;0.9919;0.992
19.326000;0.0000;-0.0264;0.9919;0.992
19.334000;0.0000;-0.0274;0.9919;0.992
19.345000;0.0000;-0.0264;0.9919;0.992
19.354000;0.0000;-0.0264;0.9919;0.992
19.364000;0.0000;-0.0264;0.9919;0.992
19.374000;0.0000;-0.0264;0.9919;0.992
19.384000;0.0000;-0.0274;0.9909;0.991
19.402000;0.0000;-0.0264;0.9909;0.991
19.404000;0.0000;-0.0264;0.9909;0.991
19.414000;0.0000;-0.0264;0.9909;0.991
19.424000;0.0000;-0.0264;0.9929;0.993
19.434000;0.0000;-0.0264;0.9919;0.992
19.446000;0.0000;-0.0274;0.9929;0.993
19.454000;0.0000;-0.0264;0.9919;0.992
19.464000;0.0000;-0.0264;0.9919;0.992
19.474000;0.0000;-0.0274;0.9919;0.992
19.484000;0.0000;-0.0274;0.9909;0.991
19.501000;0.0000;-0.0264;0.9919;0.992
19.503000;0.0000;-0.0274;0.9929;0.993
19.514000;0.0000;-0.0264;0.9929;0.993
19.524000;0.0000;-0.0264;0.9919;0.992
19.534000;0.0000;-0.0254;0.9919;0.992
19.545000;0.0000;-0.0254;0.9929;0.993
19.554000;0.0000;-0.0264;0.9909;0.991
19.564000;0.0000;-0.0264;0.9929;0.993
19.574000;0.0000;-0.0264;0.9919;0.992
19.584000;0.0000;-0.0264;0.9919;0.992
19.607000;0.0000;-0.0264;0.9919;0.992
19.610000;0.0000;-0.0264;0.9919;0.992
19.614000;0.0000;-0.0254;0.9919;0.992
19.624000;0.0000;-0.0274;0.9929;0.993
19.634000;0.0000;-0.0264;0.9929;0.993
19.646000;0.0000;-0.0264;0.9919;0.992
19.654000;0.0000;-0.0264;0.9929;0.993
19.664000;0.0000;-0.0274;0.9929;0.993
19.674000;0.0000;-0.0264;0.9929;0.993
19.684000;0.0000;-0.0264;0.9929;0.993
19.706000;0.0000;-0.0264;0.9919;0.992
19.709000;0.0000;-0.0254;0.9909;0.991
19.714000;0.0000;-0.0264;0.9919;0.992
19.724000;0.0000;-0.0264;0.9919;0.992
19.734000;0.0000;-0.0264;0.9919;0.992
19.746000;0.0000;-0.0274;0.9919;0.992
19.754000;0.0000;-0.0274;0.9919;0.992
19.764000;0.0000;-0.0283;0.9919;0.992
19.774000;0.0000;-0.0254;0.9919;0.992
19.784000;0.0000;-0.0264;0.9919;0.992
19.806000;0.0000;-0.0264;0.9919;0.992
19.809000;0.0000;-0.0274;0.9929;0.993
19.822000;0.0000;-0.0264;0.9919;0.992
19.825000;0.0000;-0.0264;0.9919;0.992
19.834000;0.0000;-0.0274;0.9919;0.992
19.848000;0.0000;-0.0274;0.9919;0.992
19.854000;0.0000;-0.0264;0.9919;0.992
19.864000;0.0000;-0.0264;0.9919;0.992
19.874000;0.0000;-0.0264;0.9909;0.991
19.884000;0.0000;-0.0264;0.9909;0.991
19.907000;0.0000;-0.0274;0.9929;0.993
19.911000;0.0000;-0.0274;0.9919;0.992
19.924000;0.0000;-0.0274;0.9919;0.992
19.927000;0.0000;-0.0274;0.9919;0.992
19.934000;0.0000;-0.0264;0.9919;0.992
19.946000;0.0000;-0.0274;0.9919;0.992
19.954000;0.0000;-0.0264;0.9929;0.993
19.964000;0.0000;-0.0264;0.9909;0.991
19.974000;0.0000;-0.0274;0.9919;0.992
19.984000;0.0000;-0.0283;0.9919;0.992
20.001000;0.0000;-0.0283;0.9919;0.992
20.004000;0.0000;-0.0274;0.9929;0.993
20.014000;0.0000;-0.0283;0.9929;0.993
20.024000;0.0000;-0.0264;0.9919;0.992
20.034000;0.0000;-0.0274;0.9929;0.993
20.047000;0.0000;-0.0274;0.9919;0.992
20.054000;0.0000;-0.0264;0.9919;0.992
20.064000;0.0000;-0.0264;0.9919;0.992
20.074000;0.0000;-0.0264;0.9919;0.992
20.084000;0.0000;-0.0274;0.9919;0.992
20.107000;0.0000;-0.0274;0.9919;0.992
20.111000;0.0000;-0.0264;0.9919;0.992
20.114000;0.0000;-0.0264;0.9919;0.992
20.124000;0.0000;-0.0274;0.9919;0.992
20.134000;0.0000;-0.0264;0.9909;0.991
20.146000;0.0000;-0.0264;0.9929;0.993
20.154000;0.0000;-0.0264;0.9919;0.992
20.164000;0.0000;-0.0264;0.9919;0.992
20.174000;0.0000;-0.0283;0.9929;0.993
20.184000;0.0000;-0.0264;0.9909;0.991
20.206000;0.0000;-0.0264;0.9919;0.992
20.209000;0.0000;-0.0264;0.9909;0.991
20.223000;0.0000;-0.0283;0.9919;0.992
20.227000;0.0000;-0.0264;0.9929;0.993
20.234000;0.0000;-0.0274;0.9919;0.992
20.247000;0.0000;-0.0264;0.9929;0.993
20.254000;0.0000;-0.0274;0.9919;0.992
20.264000;0.0000;-0.0274;0.9929;0.993
20.274000;0.0000;-0.0274;0.9919;0.992
20.284000;0.0000;-0.0264;0.9919;0.992
20.307000;0.0000;-0.0283;0.9919;0.992
20.310000;0.0000;-0.0274;0.9929;0.993
20.322000;0.0000;-0.0264;0.9929;0.993
20.324000;0.0000;-0.0264;0.9929;0.993
20.334000;0.0000;-0.0254;0.9919;0.992
20.345000;0.0000;-0.0274;0.9919;0.992
20.354000;0.0000;-0.0274;0.9919;0.992
20.364000;0.0000;-0.0274;0.9919;0.992
20.374000;0.0000;-0.0274;0.9929;0.993
20.384000;0.0000;-0.0264;0.9919;0.992
20.401000;0.0000;-0.0264;0.9938;0.994
20.404000;0.0000;-0.0264;0.9919;0.992
20.414000;0.0000;-0.0264;0.9919;0.992
20.424000;0.0000;-0.0264;0.9929;0.993
20.434000;0.0000;-0.0244;0.9919;0.992
20.447000;0.0000;-0.0244;0.9919;0.992
20.454000;0.0000;-0.0264;0.9919;0.992
20.464000;0.0000;-0.0264;0.9929;0.993
20.474000;0.0000;-0.0264;0.9938;0.994
20.484000;0.0000;-0.0274;0.9919;0.992
20.506000;0.0000;-0.0264;0.9919;0.992
20.509000;0.0000;-0.0264;0.9929;0.993
20.514000;0.0000;-0.0264;0.9929;0.993
20.524000;0.0000;-0.0274;0.9919;0.992
20.534000;0.0000;-0.0274;0.9919;0.992
20.546000;0.0000;-0.0254;0.9919;0.992
20.554000;0.0000;-0.0274;0.9919;0.992
20.564000;0.0000;-0.0264;0.9919;0.992
20.574000;0.0000;-0.0264;0.9919;0.992
20.584000;0.0000;-0.0264;0.9919;0.992
20.607000;0.0000;-0.0274;0.9909;0.991
20.611000;0.0000;-0.0264;0.9919;0.992
20.614000;0.0000;-0.0274;0.9909;0.991
20.624000;0.0000;-0.0274;0.9919;0.992
20.634000;0.0000;-0.0283;0.9929;0.993
20.645000;0.0000;-0.0264;0.9909;0.991
20.654000;0.0000;-0.0264;0.9909;0.991
20.664000;0.0000;-0.0274;0.9929;0.993
20.674000;0.0000;-0.0264;0.9929;0.993
20.684000;0.0000;-0.0264;0.9929;0.993
20.706000;0.0000;-0.0274;0.9929;0.993
20.709000;0.0000;-0.0274;0.9919;0.992
20.722000;0.0000;-0.0264;0.9919;0.992
20.726000;0.0000;-0.0264;0.9919;0.992
20.734000;0.0000;-0.0264;0.9938;0.994
20.747000;0.0000;-0.0264;0.9919;0.992
20.754000;0.0000;-0.0264;0.9919;0.992
20.764000;0.0000;-0.0274;0.9919;0.992
20.774000;0.0000;-0.0264;0.9919;0.992
20.784000;0.0000;-0.0264;0.9919;0.992
20.807000;0.0000;-0.0264;0.9919;0.992
20.811000;0.0010;-0.0264;0.9929;0.993
20.824000;0.0000;-0.0244;0.9919;0.992
20.827000;0.0000;-0.0264;0.9919;0.992
20.834000;0.0000;-0.0264;0.9919;0.992
20.847000;0.0000;-0.0274;0.9929;0.993
20.854000;0.0000;-0.0274;0.9919;0.992
20.864000;0.0000;-0.0274;0.9929;0.993
20.874000;0.0000;-0.0274;0.9919;0.992
20.885000;0.0000;-0.0264;0.9919;0.992
20.907000;0.0000;-0.0283;0.9929;0.993
20.911000;0.0000;-0.0274;0.9929;0.993
20.924000;0.0000;-0.0274;0.9919;0.992
20.928000;0.0000;-0.0283;0.9919;0.992
20.934000;0.0000;-0.0264;0.9919;0.992
20.947000;0.0000;-0.0264;0.9909;0.991
20.954000;0.0000;-0.0274;0.9919;0.992
20.964000;0.0000;-0.0264;0.9919;0.992
20.974000;0.0000;-0.0274;0.9929;0.993
20.984000;0.0000;-0.0283;0.9929;0.993
21.007000;0.0000;-0.0274;0.9909;0.991
21.011000;0.0000;-0.0274;0.9919;0.992
21.014000;0.0000;-0.0274;0.9919;0.992
21.024000;0.0000;-0.0274;0.9919;0.992
21.034000;0.0000;-0.0283;0.9919;0.992
21.046000;0.0000;-0.0274;0.9919;0.992
21.054000;0.0000;-0.0264;0.9919;0.992
21.064000;0.0000;-0.0264;0.9919;0.992
21.074000;0.0000;-0.0264;0.9929;0.993
21.084000;0.0000;-0.0264;0.9919;0.992
21.106000;0.0000;-0.0264;0.9919;0.992
21.109000;0.0000;-0.0264;0.9919;0.992
21.122000;0.0000;-0.0264;0.9919;0.992
21.125000;0.0000;-0.0264;0.9919;0.992
21.134000;0.0000;-0.0264;0.9919;0.992
21.147000;0.0000;-0.0274;0.9919;0.992
21.154000;0.0000;-0.0274;0.9929;0.993
21.164000;0.0000;-0.0264;0.9919;0.992
21.174000;0.0000;-0.0274;0.9919;0.992
21.184000;0.0000;-0.0264;0.9919;0.992
21.207000;0.0000;-0.0264;0.9919;0.992
21.210000;0.0000;-0.0264;0.9919;0.992
21.227000;0.0000;-0.0264;0.9909;0.991
21.231000;0.0000;-0.0254;0.9919;0.992
21.234000;0.0000;-0.0264;0.9919;0.992
21.246000;0.0000;-0.0264;0.9919;0.992
21.254000;0.0000;-0.0254;0.9919;0.992
21.264000;0.0000;-0.0274;0.9909;0.991
21.274000;0.0000;-0.0264;0.9919;0.992
21.284000;0.0000;-0.0274;0.9929;0.993
21.306000;0.0000;-0.0283;0.9929;0.993
21.310000;0.0000;-0.0264;0.9919;0.992
21.322000;0.0000;-0.0264;0.9909;0.991
21.326000;0.0000;-0.0274;0.9919;0.992
21.334000;0.0000;-0.0264;0.9919;0.992
21.349000;0.0000;-0.0274;0.9919;0.992
21.354000;0.0000;-0.0264;0.9909;0.991
21.364000;0.0000;-0.0264;0.9919;0.992
21.374000;0.0000;-0.0283;0.9919;0.992
21.384000;0.0000;-0.0274;0.9919;0.992
21.402000;0.0000;-0.0264;0.9929;0.993
21.404000;0.0000;-0.0274;0.9919;0.992
21.414000;0.0000;-0.0264;0.9919;0.992
21.424000;0.0000;-0.0264;0.9929;0.993
21.434000;0.0000;-0.0264;0.9919;0.992
21.451000;0.0000;-0.0274;0.9919;0.992
21.454000;0.0000;-0.0274;0.9919;0.992
21.464000;0.0000;-0.0274;0.9919;0.992
21.474000;0.0000;-0.0264;0.9919;0.992
21.484000;0.0000;-0.0264;0.9909;0.991
21.507000;0.0000;-0.0254;0.9929;0.993
21.510000;0.0000;-0.0264;0.9929;0.993
21.514000;0.0000;-0.0254;0.9929;0.993
21.524000;0.0000;-0.0264;0.9919;0.992
21.534000;0.0000;-0.0264;0.9919;0.992
21.546000;0.0000;-0.0274;0.9919;0.992
21.554000;0.0000;-0.0274;0.9919;0.992
21.564000;0.0000;-0.0274;0.9919;0.992
21.574000;0.0000;-0.0264;0.9919;0.992
21.584000;0.0000;-0.0274;0.9919;0.992
21.606000;0.0000;-0.0274;0.9919;0.992
21.610000;0.0000;-0.0264;0.9929;0.993
21.614000;0.0000;-0.0283;0.9919;0.992
21.624000;0.0000;-0.0274;0.9919;0.992
21.634000;0.0010;-0.0264;0.9919;0.992
21.645000;0.0000;-0.0264;0.9919;0.992
21.654000;0.0000;-0.0274;0.9929;0.993
21.664000;0.0000;-0.0264;0.9929;0.993
21.674000;0.0000;-0.0274;0.9938;0.994
21.684000;0.0000;-0.0283;0.9919;0.992
21.706000;0.0000;-0.0274;0.9919;0.992
21.708000;0.0000;-0.0264;0.9919;0.992
21.722000;0.0000;-0.0264;0.9919;0.992
21.726000;0.0000;-0.0274;0.9938;0.994
21.734000;0.0000;-0.0283;0.9919;0.992
21.747000;0.0000;-0.0264;0.9919;0.992
21.754000;0.0000;-0.0274;0.9919;0.992
21.764000;0.0000;-0.0274;0.9929;0.993
21.774000;0.0000;-0.0264;0.9919;0.992
21.784000;0.0000;-0.0283;0.9919;0.992
21.807000;0.0000;-0.0264;0.9919;0.992
21.811000;0.0000;-0.0264;0.9929;0.993
21.814000;0.0000;-0.0274;0.9919;0.992
21.824000;0.0000;-0.0274;0.9919;0.992
21.834000;0.0000;-0.0264;0.9919;0.992
21.845000;0.0000;-0.0293;0.9919;0.992
21.854000;0.0000;-0.0283;0.9919;0.992
21.864000;0.0000;-0.0274;0.9919;0.992
21.874000;0.0000;-0.0264;0.9909;0.991
21.884000;0.0000;-0.0274;0.9909;0.991
21.906000;0.0000;-0.0274;0.9909;0.991
21.910000;0.0000;-0.0264;0.9919;0.992
21.921000;0.0000;-0.0264;0.9919;0.992
21.924000;0.0000;-0.0264;0.9919;0.992
21.934000;0.0000;-0.0264;0.9929;0.993
21.945000;0.0000;-0.0274;0.9919;0.992
21.954000;0.0000;-0.0283;0.9929;0.993
21.964000;0.0000;-0.0264;0.9919;0.992
21.974000;0.0000;-0.0264;0.9919;0.992
21.984000;0.0000;-0.0274;0.9919;0.992
22.001000;0.0000;-0.0274;0.9919;0.992
22.004000;0.0000;-0.0274;0.9929;0.993
22.014000;0.0000;-0.0264;0.9919;0.992
22.024000;0.0000;-0.0264;0.9938;0.994
22.034000;0.0000;-0.0274;0.9919;0.992
22.046000;0.0000;-0.0254;0.9919;0.992
22.054000;0.0000;-0.0283;0.9909;0.991
22.065000;0.0000;-0.0264;0.9909;0.991
22.074000;0.0000;-0.0264;0.9929;0.993
22.084000;0.0000;-0.0264;0.9919;0.992
22.108000;0.0000;-0.0264;0.9919;0.992
22.112000;0.0000;-0.0264;0.9919;0.992
22.124000;0.0000;-0.0264;0.9919;0.992
22.126000;0.0000;-0.0264;0.9919;0.992
22.136000;0.0000;-0.0264;0.9919;0.992
22.147000;0.0000;-0.0264;0.9919;0.992
22.154000;0.0000;-0.0264;0.9919;0.992
22.164000;0.0000;-0.0264;0.9929;0.993
22.174000;0.0000;-0.0274;0.9919;0.992
22.184000;0.0000;-0.0264;0.9919;0.992
22.208000;0.0000;-0.0264;0.9919;0.992
22.212000;0.0000;-0.0254;0.9919;0.992
22.228000;0.0000;-0.0264;0.9909;0.991
22.232000;0.0000;-0.0264;0.9919;0.992
22.234000;0.0000;-0.0274;0.9919;0.992
22.246000;0.0000;-0.0283;0.9919;0.992
22.254000;0.0000;-0.0274;0.9919;0.992
22.264000;0.0000;-0.0274;0.9919;0.992
22.274000;0.0000;-0.0264;0.9919;0.992
22.284000;0.0000;-0.0264;0.9919;0.992
22.306000;0.0000;-0.0264;0.9919;0.992
22.309000;0.0000;-0.0264;0.9938;0.994
22.314000;0.0000;-0.0274;0.9929;0.993
